"Corporate","Second class","CA-2014-134649",22.630
"Corporate","First Class","CA-2014-134810",272.232
"Consumer","Standard Class","CA-2014-135587",372.640
"Corporate","Standard Class","CA-2014-136826",14.016
"Consumer","Standard Class","CA-2014-137631",751.984
"Consumer","First Class","CA-2014-138779",29.664
"Consumer","Standard Class","CA-2014-138975",2361.520
"Consumer","Second class","CA-2014-139353",273.088
"Consumer","Standard Class","CA-2014-139493",15.920
"Corporate","Standard Class","CA-2014-139619",95.616
"Home Office","Standard Class","CA-2014-139787",35.400
"Consumer","Standard Class","CA-2014-139948",7.904
"Consumer","Second class","CA-2014-140088",301.960
"Consumer","Standard Class","CA-2014-140627",303.320
"Consumer","Standard Class","CA-2014-140872",1111.698
"Home Office","Second class","CA-2014-141446",18.000
"Corporate","Standard Class","CA-2014-141614",20.736
"Consumer","Standard Class","CA-2014-142090",2165.658
"Home Office","Second class","CA-2014-142671",11.520
"Corporate","Second class","CA-2014-143567",3291.070
"Consumer","First Class","CA-2014-143756",701.960
"Consumer","Standard Class","CA-2014-143861",17.088
"Consumer","Standard Class","CA-2014-144365",11.680
"Home Office","First Class","CA-2014-144456",220.056
"Consumer","Same Day","CA-2014-144498",817.829
"Consumer","Second class","CA-2014-144694",253.824
"Consumer","Standard Class","CA-2014-145275",14.940
"Consumer","Second class","CA-2014-145310",7.824
"Corporate","Second class","CA-2014-145702",342.240
"Consumer","Standard Class","CA-2014-145737",163.960
"Consumer","Standard Class","CA-2014-146136",24.448
"Consumer","Standard Class","CA-2014-146192",675.060
"Consumer","Second class","CA-2014-146458",22.960
"Home Office","Standard Class","CA-2014-146535",1446.840
"Consumer","Standard Class","CA-2014-146983",1577.940
"Consumer","Standard Class","CA-2014-147228",458.984
"Corporate","Standard Class","CA-2014-147333",204.550
"Corporate","Standard Class","CA-2014-147361",685.260
"Corporate","First Class","CA-2014-147760",1883.724
"Home Office","Standard Class","CA-2014-148166",17.856
"Home Office","Standard Class","CA-2014-148404",1027.210
"Home Office","Standard Class","CA-2014-148474",544.140
"Corporate","Standard Class","CA-2014-148810",287.424
"Home Office","Second class","CA-2014-148922",684.780
"Consumer","Standard Class","CA-2014-148999",419.136
"Home Office","Same Day","CA-2014-149146",7.968
"Consumer","Standard Class","CA-2014-149853",33.472
"Consumer","Standard Class","CA-2014-150910",1090.348
"Home Office","Standard Class","CA-2014-150931",33.740
"Home Office","Standard Class","CA-2014-151211",201.090
"Consumer","First Class","CA-2014-151218",4.464
"Corporate","Standard Class","CA-2014-151855",39.252
"Consumer","Standard Class","CA-2014-152786",40.410
"Consumer","Standard Class","CA-2014-152968",23.080
"Corporate","Second class","CA-2014-153339",15.992
"Corporate","Second class","CA-2014-153654",19.008
"Consumer","Standard Class","CA-2014-154088",26.720
"Home Office","Standard Class","CA-2014-154123",27.580
"Corporate","Standard Class","CA-2014-154816",5.780
"Home Office","Standard Class","CA-2014-155089",45.660
"Consumer","Second class","CA-2014-155159",48.870
"Home Office","First Class","CA-2014-155292",204.980
"Corporate","First Class","CA-2014-155698",668.540
"Consumer","Second class","CA-2014-155705",866.400
"Corporate","Standard Class","CA-2014-155824",61.876
"Corporate","Standard Class","CA-2014-156272",64.384
"Consumer","First Class","CA-2014-156769",54.660
"Corporate","Standard Class","CA-2014-157854",2747.250
"Home Office","Second class","CA-2014-157931",830.240
"Consumer","Standard Class","CA-2014-158386",124.750
"Corporate","Standard Class","CA-2014-158407",103.968
"Corporate","Second class","CA-2014-158561",1158.120
"Consumer","First Class","CA-2014-158729",1665.620
"Consumer","Standard Class","CA-2014-158743",199.170
"Consumer","Same Day","CA-2014-158883",25.344
"Consumer","First Class","CA-2014-158967",19.104
"Corporate","Standard Class","CA-2014-159100",1893.786
"Home Office","Standard Class","CA-2014-159135",4.300
"Corporate","First Class","CA-2014-159464",524.850
"Home Office","Standard Class","CA-2014-159667",691.144
"Consumer","Standard Class","CA-2014-159954",2.780
"Corporate","Standard Class","CA-2014-160017",10.368
"Home Office","Standard Class","CA-2014-160423",383.992
"Consumer","Second class","CA-2014-160458",25.920
"Corporate","Standard Class","CA-2014-160724",34.500
"Home Office","Second class","CA-2014-160899",477.510
"Corporate","Same Day","CA-2014-161046",839.250
"Consumer","First Class","CA-2014-161053",726.910
"Home Office","Standard Class","CA-2014-161088",29.840
"Corporate","Standard Class","CA-2014-161130",361.376
"Consumer","Second class","CA-2014-161200",161.140
"Corporate","Standard Class","CA-2014-161592",8.100
"Corporate","First Class","CA-2014-161851",15.570
"Consumer","Standard Class","CA-2014-161970",30.900
"Home Office","Standard Class","CA-2014-162033",57.010
"Consumer","Standard Class","CA-2014-162173",608.430
"Consumer","First Class","CA-2014-162635",10.816
"Consumer","Second class","CA-2014-163321",79.992
"Consumer","First Class","CA-2014-163335",79.000
"Consumer","Second class","CA-2014-163510",400.390
"Corporate","Standard Class","CA-2014-163629",286.090
"Corporate","Standard Class","CA-2014-164756",997.830
"Corporate","Standard Class","CA-2014-164917",47.960
"Corporate","Standard Class","CA-2014-165029",12.840
"Consumer","Second class","CA-2014-165204",728.968
"Consumer","Standard Class","CA-2014-165687",35.040
"Consumer","Standard Class","CA-2014-165715",32.776
"Home Office","Standard Class","CA-2014-165904",235.440
"Consumer","Standard Class","CA-2014-167871",47.328
"Consumer","Second class","CA-2014-167941",831.368
"Corporate","Standard Class","CA-2014-168102",113.568
"Corporate","Standard Class","CA-2014-168389",873.811
"Consumer","Standard Class","CA-2014-169005",5.560
"Corporate","Standard Class","CA-2014-169012",41.910
"Consumer","Second class","US-2011-102715",737.200
"Corporate","Standard Class","US-2011-107405",16.272
"Corporate","Standard Class","US-2011-109162",170.352
"Consumer","Same Day","US-2011-114377",149.900
"Consumer","Standard Class","US-2011-115196",1299.990
"Consumer","Second class","US-2011-117135",425.670
"Consumer","Standard Class","US-2011-117170",52.608
"Corporate","Standard Class","US-2011-118997",1215.920
"Home Office","Standard Class","US-2011-125521",1139.920
"Consumer","First Class","US-2011-130358",23.120
"Home Office","Standard Class","US-2011-138835",9.640
"Corporate","Standard Class","US-2011-143581",344.910
"Consumer","Standard Class","US-2011-147627",1859.400
"Corporate","Standard Class","US-2011-147774",67.194
"Consumer","Standard Class","US-2011-150574",252.612
"Home Office","Standard Class","US-2011-155502",944.610
"Consumer","Standard Class","US-2011-155544",310.528
"Home Office","Standard Class","US-2011-155817",67.760
"Corporate","Standard Class","US-2011-156216",18.648
"Consumer","Standard Class","US-2011-156559",638.820
"Corporate","Standard Class","US-2011-157231",115.360
"Consumer","Standard Class","US-2011-158057",59.109
"Corporate","Standard Class","US-2011-164763",103.500
"Consumer","Standard Class","US-2011-165659",904.130
"Consumer","Standard Class","US-2011-167633",15.552
"Consumer","First Class","US-2012-106495",11.672
"Consumer","Standard Class","US-2012-108966",979.946
"Corporate","Standard Class","US-2012-112508",6.992
"Home Office","Second class","US-2012-113327",352.168
"Consumer","Standard Class","US-2012-120572",12.828
"Consumer","Standard Class","US-2012-123960",207.820
"Consumer","Standard Class","US-2012-129553",29.970
"Corporate","Same Day","US-2012-130519",111.904
"Corporate","First Class","US-2012-131842",97.424
"Consumer","Standard Class","US-2012-134026",1001.760
"Corporate","Standard Class","US-2012-136476",157.794
"Consumer","Second class","US-2012-136749",433.780
"Corporate","Second class","US-2012-140851",38.880
"Consumer","Standard Class","US-2012-145436",551.264
"Corporate","Standard Class","US-2012-148817",125.640
"Corporate","Second class","US-2012-149629",231.920
"Consumer","Second class","US-2012-151435",85.980
"Corporate","Standard Class","US-2012-158911",16.712
"Consumer","Standard Class","US-2012-164357",13.120
"Consumer","Standard Class","US-2012-168732",129.640
"Consumer","Standard Class","US-2012-168935",459.433
"Corporate","First Class","US-2013-101616",87.280
"Corporate","Standard Class","US-2013-102232",197.050
"Consumer","First Class","US-2013-106600",354.900
"Home Office","Same Day","US-2013-108504",2075.510
"Home Office","Standard Class","US-2013-108637",334.200
"Home Office","Standard Class","US-2013-109260",431.976
"Consumer","First Class","US-2013-113649",645.136
"Consumer","First Class","US-2013-116400",39.920
"Consumer","First Class","US-2013-119298",59.980
"Consumer","Second class","US-2013-120929",189.882
"Consumer","Standard Class","US-2013-121013",1678.000
"Home Office","Standard Class","US-2013-123750",895.060
"Consumer","First Class","US-2013-131891",2.214
"Consumer","Standard Class","US-2013-132857",6.672
"Consumer","Same Day","US-2013-134761",36.192
"Home Office","Second class","US-2013-135209",62.752
"Consumer","Standard Class","US-2013-135923",530.272
"Consumer","Standard Class","US-2013-137295",187.228
"Corporate","Second class","US-2013-138408",1319.960
"Home Office","Standard Class","US-2013-139262",471.078
"Corporate","First Class","US-2013-140809",56.450
"Consumer","Second class","US-2013-142251",32.064
"Corporate","Standard Class","US-2013-144393",17.616
"Home Office","Standard Class","US-2013-146570",612.140
"Consumer","Standard Class","US-2013-147991",16.720
"Consumer","Same Day","US-2013-148803",85.224
"Corporate","Standard Class","US-2013-148901",191.018
"Corporate","Standard Class","US-2013-150357",24.703
"Corporate","Standard Class","US-2013-150567",29.970
"Corporate","First Class","US-2013-153815",368.432
"Home Office","Standard Class","US-2013-155404",13.280
"Consumer","Same Day","US-2013-156692",89.320
"Home Office","First Class","US-2013-158309",3.744
"Corporate","Standard Class","US-2013-159415",79.120
"Corporate","Second class","US-2013-161844",82.920
"Consumer","First Class","US-2013-162677",187.616
"Consumer","Standard Class","US-2013-164588",12.840
"Corporate","Standard Class","US-2013-164630",959.968
"Consumer","First Class","US-2013-167472",678.870
"Home Office","Second class","US-2013-168620",823.610
"Consumer","Standard Class","US-2013-169369",299.070
"Home Office","Standard Class","US-2014-100930",1735.851
"Consumer","Standard Class","US-2014-102904",239.920
"Consumer","Standard Class","US-2014-105935",3002.650
"Consumer","First Class","US-2014-108063",34.650
"Home Office","Standard Class","US-2014-108315",225.546
"Corporate","Second class","US-2014-109610",701.960
"Home Office","Standard Class","US-2014-114356",35.960
"Corporate","Standard Class","US-2014-115252",30.336
"Consumer","Standard Class","US-2014-117450",107.552
"Home Office","Standard Class","US-2014-120390",1633.188
"Consumer","Same Day","US-2014-120607",195.640
"Corporate","Standard Class","US-2014-126060",198.272
"Consumer","Standard Class","US-2014-126179",311.960
"Corporate","Standard Class","US-2014-128118",76.521
"Corporate","First Class","US-2014-128951",1065.840
"Home Office","Standard Class","US-2014-129224",4.608
"Home Office","Standard Class","US-2014-132031",513.496
"Home Office","Standard Class","US-2014-132297",598.310
"Home Office","Standard Class","US-2014-132675",148.160
"Consumer","First Class","US-2014-133781",37.608
"Consumer","Standard Class","US-2014-134642",428.704
"Consumer","Second class","US-2014-135062",229.544
"Corporate","Standard Class","US-2014-135503",14.760
"Consumer","Standard Class","US-2014-135986",536.360
"Consumer","Standard Class","US-2014-136189",82.380
"Consumer","Standard Class","US-2014-146822",49.120
"Consumer","Standard Class","US-2014-146878",12.294
"Home Office","Second class","US-2014-148768",71.976
"Consumer","First Class","US-2014-148831",348.560
"Consumer","Standard Class","US-2014-149510",98.446
"Consumer","Same Day","US-2014-152492",239.240
"Consumer","Standard Class","US-2014-152842",242.352
"Consumer","Standard Class","US-2014-152898",67.900
"Consumer","Second class","US-2014-153633",2.064
"Home Office","Standard Class","US-2014-156083",9.664
"Consumer","Second class","US-2014-158526",1814.680
"Home Office","Second class","US-2014-159205",732.930
"Corporate","First Class","US-2014-162208",2.896
"Home Office","First Class","US-2014-162558",2437.672
"Corporate","Second class","US-2014-162670",1152.870
"Consumer","Second class","US-2014-163195",29.160
"Consumer","Standard Class","US-2014-165953",71.096
"Consumer","Standard Class","US-2014-166233",24.000
"Corporate","Standard Class","US-2014-166611",68.742
"Consumer","Second class","US-2014-167920",1827.510
"Corporate","Same Day","US-2014-168116",8167.420
"Consumer","Standard Class","US-2014-168690",2.808
"Home Office","Standard Class","Grand Total",74255.001
